Address,City,State,Zipcode,AUTO_UNIQUE_ID_2023-10-11_caitlindatakindorg_ListofProvider,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,NaaccrCertCode2020,NaaccrCertType2020,GeoLocationID2020,CensusBlock2020,CensusBlockGroup2020,CensusTract2020,CensusCountyFips2020,CensusCbsaFips2020,CensusCbsaMicro2020,CensusMcdFips2020,CensusMetDivFips2020,CensusMsaFips2020,CensusPlaceFips2020,CensusStateFips2020,FNumber,FNumberFractional,FPreDirectional,FPreQualifier,FPreType,FPreArticle,FName,FPostArticle,FSuffix,FPostQualifier,FPostDirectional,FSuiteType,FSuiteNumber,FPostOfficeBoxType,FPostOfficeBoxNumber,FCity,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FArea,FAreaType,FGeometrySRID,FGeometry,FSource,FVintage,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
2007 Avalon Road,,,34787,342,17f1aec7-8f43-4ab1-9773-188d70dc26dc,0.1249877,TAMUGeocoder,5.0.0,1,,28.532903,-81.590667,,USPSZip,Non-Match,60,,207516342.98,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950171163,3010,3,0171.16,095,36740,0,93198,,5960,78250,12,,,,,,,,,,,,,,,,Winter Garden,,,,Orange,FL,34787,,,,,,207516342.98,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,34787,,,2007,,,,,,AVALON,,RD,,,,,,,,,,,,FL,34787,,,,,,2007,,,,,,AVALON,,RD,,,,,,,,,,,,FL,34787,,,,,
1441  VINELAND RD,,,34787,343,121db143-251e-441f-87a4-030ff408b8af,0.109376,TAMUGeocoder,5.0.0,1,,28.5465253242832,-81.587642839312,,StreetSegment,Match,100,,5955.57,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950173024,4031,4,0173.02,095,36740,0,93705,,5960,78250,12,1349-1533,,,,,,Vineland,,Rd,,,,,,,Winter Garden,,,Winter Garden-Ocoee,Orange,FL,34787,,,,,,5955.57,Meters,0,,Census2016TigerLines,2016,tlid,606165196,,,1441,,,,,,VINELAND,,RD,,,,,,,,,,,,FL,34787,,,,,,1441,,,,,,VINELAND,,RD,,,,,,,,,,,,FL,34787,,,,,
33 N PARK AVE,,,32703,344,698e7e09-f735-4afd-844d-4dfe95ec80ed,0.1869183,TAMUGeocoder,5.0.0,1,,28.662448,-81.501094,,USPSZip,Non-Match,60,,147517929.52,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950176001,1032,1,0176.00,095,36740,0,90052,,5960,67163,12,,,,,,,,,,,,,,,,Apopka,,,,Orange,FL,32703,,,,,,147517929.52,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32703,,,33,,N,,,,PARK,,AVE,,,,,,,,,,,,FL,32703,,,,,,33,,N,,,,PARK,,AVE,,,,,,,,,,,,FL,32703,,,,,
262 S MCGEE AVE,,,32703,345,48d38c18-7c72-4df0-8d20-fb944f55f5d3,0.1093782,TAMUGeocoder,5.0.0,1,,28.6743915769905,-81.5006554983926,,StreetSegment,Match,100,,4136.51,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950177031,1031,1,0177.03,095,36740,0,90052,,5960,01700,12,200-398,,S,,,,McGee,,Ave,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,4136.51,Meters,0,,Census2016TigerLines,2016,tlid,94411442,,,262,,S,,,,MCGEE,,AVE,,,,,,,,,,,,FL,32703,,,,,,262,,S,,,,MCGEE,,AVE,,,,,,,,,,,,FL,32703,,,,,
170 E MAGNOLIA ST,,,32703,346,6f13cbfe-861b-4e9d-89d5-d91af14c8f90,0.0937317,TAMUGeocoder,5.0.0,1,,28.6791234228761,-81.5086846947092,,StreetSegment,Match,100,,2103.27,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950177033,3015,3,0177.03,095,36740,0,90052,,5960,01700,12,100-198,,E,,,,Magnolia,,St,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,2103.27,Meters,0,,Census2016TigerLines,2016,tlid,94411035,,,170,,E,,,,MAGNOLIA,,ST,,,,,,,,,,,,FL,32703,,,,,,170,,E,,,,MAGNOLIA,,ST,,,,,,,,,,,,FL,32703,,,,,
1935 S  Orange Blossom Trl,,,32703,347,2e0c4c7d-16ce-424e-b829-9ecfca5e937d,0.0937339,TAMUGeocoder,5.0.0,1,,28.647828301616,-81.4632443672715,,StreetSegment,Match,100,,1673.5,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950175034,4036,4,0175.03,095,36740,0,90052,,5960,,12,1901-1999,,S,,,,Orange Blossom,,Trl,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,1673.5,Meters,0,,Census2016TigerLines,2016,tlid,94344745,,,1935,,S,,,,ORANGE BLOSSOM,,TRL,,,,,,,,,,,,FL,32703,,,,,,1935,,S,,,,ORANGE BLOSSOM,,TRL,,,,,,,,,,,,FL,32703,,,,,
2333 E Semoran Blvd,,,32703,348,bf98be6c-8111-4ba1-872a-bae593cccb11,0.0937529,TAMUGeocoder,5.0.0,1,,28.6728399299234,-81.4674608985669,,StreetSegment,Match,100,,2589.67,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950175034,4006,4,0175.03,095,36740,0,90052,,5960,,12,2311-2343,,E,,,,Semoran,,Blvd,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,2589.67,Meters,0,,Census2016TigerLines,2016,tlid,94412084,,,2333,,E,,,,SEMORAN,,BLVD,,,,,,,,,,,,FL,32703,,,,,,2333,,E,,,,SEMORAN,,BLVD,,,,,,,,,,,,FL,32703,,,,,
1611 Finley Ave  ,,,32703,349,1ca3572e-742c-4565-ba29-de047d18ebf2,0.0781241,TAMUGeocoder,5.0.0,1,,28.654601674016,-81.4633013766283,,StreetSegment,Match,100,,8339.65,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950175034,4026,4,0175.03,095,36740,0,90052,,5960,,12,1601-1799,,,,,,Finley,,Ave,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,8339.65,Meters,0,,Census2016TigerLines,2016,tlid,94330764,,,1611,,,,,,FINLEY,,AVE,,,,,,,,,,,,FL,32703,,,,,,1611,,,,,,FINLEY,,AVE,,,,,,,,,,,,FL,32703,,,,,
131 W 17th St,,,32703,350,5644e6c5-1440-42c5-82c0-fc5adb304f0b,0.1406001,TAMUGeocoder,5.0.0,1,,28.6583951133371,-81.5139650663928,,StreetSegment,Match,100,,3676.03,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950176003,3059,3,0176.00,095,36740,0,90052,,5960,67163,12,101-199,,W,,,,17th,,St,,,,,,,South Apopka,,,Apopka,Orange,FL,32703,,,,,,3676.03,Meters,0,,Census2016TigerLines,2016,tlid,94263472,,,131,,W,,,,17TH,,ST,,,,,,,,,,,,FL,32703,,,,,,131,,W,,,,17TH,,ST,,,,,,,,,,,,FL,32703,,,,,
328 W 17TH ST,,,32703,351,b55f0040-6cab-4a52-9c5d-e28744fe59a2,0.1874886,TAMUGeocoder,5.0.0,1,,28.6582956726677,-81.5178761327645,,StreetSegment,Match,100,,4608.7,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950175051,1023,1,0175.05,095,36740,0,90052,,5960,67163,12,314-398,,W,,,,17th,,St,,,,,,,South Apopka,,,Apopka,Orange,FL,32703,,,,,,4608.7,Meters,0,,Census2016TigerLines,2016,tlid,94263461,,,328,,W,,,,17TH,,ST,,,,,,,,,,,,FL,32703,,,,,,328,,W,,,,17TH,,ST,,,,,,,,,,,,FL,32703,,,,,
441 S HIGHLAND AVE,,,32703,352,8242ccef-7ba6-4609-af33-8aa840346b5b,0.1562509,TAMUGeocoder,5.0.0,1,,28.6725998597134,-81.5053030773145,,StreetSegment,Match,100,,2643.89,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950176001,1007,1,0176.00,095,36740,0,90052,,5960,01700,12,401-527,,S,,,,Highland,,Ave,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,2643.89,Meters,0,,Census2016TigerLines,2016,tlid,94411458,,,441,,S,,,,HIGHLAND,,AVE,,,,,,,,,,,,FL,32703,,,,,,441,,S,,,,HIGHLAND,,AVE,,,,,,,,,,,,FL,32703,,,,,
445 W 13TH ST,,,32703,353,80876c18-c8e2-4968-850a-5e8f66d1e692,0.1249962,TAMUGeocoder,5.0.0,1,,28.6621051127262,-81.5200929506341,,StreetSegment,Match,100,,10483.74,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950175051,1002,1,0175.05,095,36740,0,90052,,5960,67163,12,301-601,,W,,,,13th,,St,,,,,,,South Apopka,,,Apopka,Orange,FL,32703,,,,,,10483.74,Meters,0,,Census2016TigerLines,2016,tlid,94400068,,,445,,W,,,,13TH,,ST,,,,,,,,,,,,FL,32703,,,,,,445,,W,,,,13TH,,ST,,,,,,,,,,,,FL,32703,,,,,
215 N Central Ave  ,,,32703,354,d1fa2135-7fe8-492f-acc2-45e102554fa3,0.1093735,TAMUGeocoder,5.0.0,1,,28.6805528075843,-81.5114596527962,,StreetSegment,Match,100,,1351.33,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950177033,3000,3,0177.03,095,36740,0,90052,,5960,01700,12,207-241,,N,,,,Central,,Ave,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,1351.33,Meters,0,,Census2016TigerLines,2016,tlid,627034326,,,215,,N,,,,CENTRAL,,AVE,,,,,,,,,,,,FL,32703,,,,,,215,,N,,,,CENTRAL,,AVE,,,,,,,,,,,,FL,32703,,,,,
442 W 17TH ST,,,32703,355,25fc6921-b575-4fd3-b99b-e4b8ec5c75cd,0.1406187,TAMUGeocoder,5.0.0,1,,28.6583970959293,-81.5207819347988,,StreetSegment,Match,100,,2737.07,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950175051,1023,1,0175.05,095,36740,0,90052,,5960,67163,12,420-498,,W,,,,17th,,St,,,,,,,South Apopka,,,Apopka,Orange,FL,32703,,,,,,2737.07,Meters,0,,Census2016TigerLines,2016,tlid,94263456,,,442,,W,,,,17TH,,ST,,,,,,,,,,,,FL,32703,,,,,,442,,W,,,,17TH,,ST,,,,,,,,,,,,FL,32703,,,,,
1218 OLD  RD,,,32703,356,5497fc67-d9c5-4701-bcee-e7fa3435b3cc,0.1093799,TAMUGeocoder,5.0.0,1,,28.662448,-81.501094,,USPSZip,Non-Match,60,,147517929.52,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950176001,1032,1,0176.00,095,36740,0,90052,,5960,67163,12,,,,,,,,,,,,,,,,Apopka,,,,Orange,FL,32703,,,,,,147517929.52,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32703,,,1218,,,,,,OLD,,RD,,,,,,,,,,,,FL,32703,,,,,,1218,,,,,,OLD,,RD,,,,,,,,,,,,FL,32703,,,,,
1347 Contreau Ct,,,32703,357,8963f6e8-4f2b-45fb-9667-31c8becbd705,0.1560246,TAMUGeocoder,5.0.0,1,,28.6486393129211,-81.4824921216141,,StreetSegment,Match,100,,1003.85,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950175044,4002,4,0175.04,095,36740,0,90052,,5960,01700,12,1367-1301,,,,,,Contreau,,Ct,,,,,,,Apopka,,,Apopka,Orange,FL,32703,,,,,,1003.85,Meters,0,,Census2016TigerLines,2016,tlid,94310760,,,1347,,,,,,CONTREAU,,CT,,,,,,,,,,,,FL,32703,,,,,,1347,,,,,,CONTREAU,,CT,,,,,,,,,,,,FL,32703,,,,,
1537 S CENTRAL AVE,,,32703,358,074a54a7-cd73-4eea-8939-2f47307466d9,0.0937375,TAMUGeocoder,5.0.0,1,,28.6554871155767,-81.5113785983561,,StreetSegment,Match,100,,1947.67,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950176002,2057,2,0176.00,095,36740,0,90052,,5960,67163,12,1527-1599,,S,,,,Central,,Ave,,,,,,,South Apopka,,,Apopka,Orange,FL,32703,,,,,,1947.67,Meters,0,,Census2016TigerLines,2016,tlid,94310468,,,1537,,S,,,,CENTRAL,,AVE,,,,,,,,,,,,FL,32703,,,,,,1537,,S,,,,CENTRAL,,AVE,,,,,,,,,,,,FL,32703,,,,,
1223 Wyndham Pine Dr  ,,,32712,359,ac83bd5e-d57c-4f6a-a2be-e88e8d3a22bf,0.0624856,TAMUGeocoder,5.0.0,1,,28.7001879446221,-81.5146798315104,,StreetSegment,Match,100,,7899.81,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950177012,2002,2,0177.01,095,36740,0,90052,,5960,01700,12,1201-1299,,,,,,Wyndham Pine,,Dr,,,,,,,Apopka,,,Apopka,Orange,FL,32712,,,,,,7899.81,Meters,0,,Census2016TigerLines,2016,tlid,94337451,,,1223,,,,,,WYNDHAM PINE,,DR,,,,,,,,,,,,FL,32712,,,,,,1223,,,,,,WYNDHAM PINE,,DR,,,,,,,,,,,,FL,32712,,,,,
1151 ROCK SPRINGS RD,,,32712,360,f47bf62d-9439-4709-bc1b-7078786b1e0b,0.0781244,TAMUGeocoder,5.0.0,1,,28.7468822973366,-81.5089833871305,,StreetSegment,Match,100,,2781.16,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950178051,1004,1,0178.05,095,36740,0,90052,,5960,,12,1199-1101,,,,,,Rock Springs,,Rd,,,,,,,Apopka,,,Apopka,Orange,FL,32712,,,,,,2781.16,Meters,0,,Census2010TigerLines,2010,tlid,94338950,,,1151,,,,,,ROCK SPRINGS,,RD,,,,,,,,,,,,FL,32712,,,,,,1151,,,,,,ROCK SPRINGS,,RD,,,,,,,,,,,,FL,32712,,,,,
4425 Berry Oak Dr,,,32712,361,9bf68a42-c6ee-403e-a369-f9d96c237fd0,0.0468714,TAMUGeocoder,5.0.0,1,,28.7508287859491,-81.5519271712775,,StreetSegment,Match,100,,19231.74,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950178131,1030,1,0178.13,095,36740,0,90052,,5960,01700,12,4301-4431,,,,,,Berry Oak,,Dr,,,,,,,Apopka,,,Apopka,Orange,FL,32712,,,,,,19231.74,Meters,0,,Census2016TigerLines,2016,tlid,626957525,,,4425,,,,,,BERRY OAK,,DR,,,,,,,,,,,,FL,32712,,,,,,4425,,,,,,BERRY OAK,,DR,,,,,,,,,,,,FL,32712,,,,,
1791 Belle Chase Dr,,,32712,362,3ff61e5c-ce8c-4c2c-848c-23a71182529a,0.1093777,TAMUGeocoder,5.0.0,1,,28.736116,-81.538717,,USPSZip,Non-Match,60,,159505099.69,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950178142,2003,2,0178.14,095,36740,0,90052,,5960,01700,12,,,,,,,,,,,,,,,,Apopka,,,,Orange,FL,32712,,,,,,159505099.69,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32712,,,1791,,,,,,BELLE CHASE,,DR,,,,,,,,,,,,FL,32712,,,,,,1791,,,,,,BELLE CHASE,,DR,,,,,,,,,,,,FL,32712,,,,,
220 W HORATIO AVE,,,32751,363,5968b819-6418-4026-8ba9-ff3a226597c2,0.1093521,TAMUGeocoder,5.0.0,1,,28.6274145571793,-81.3670324631509,,StreetSegment,Review,99.3491124260355,,4890.57,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950155012,2024,2,0155.01,095,36740,0,92522,,5960,42575,12,100-298,,,,,,Horatio,,Ave,,W,,,,,Maitland,,,Orlando,Orange,FL,32751,,,,,,4890.57,Meters,0,,Census2016TigerLines,2016,tlid,94275388,,,220,,W,,,,HORATIO,,AVE,,,,,,,,,,,,FL,32751,,,,,,220,,W,,,,HORATIO,,AVE,,,,,,,,,,,,FL,32751,,,,,
221 E KENNEDY BLVD,,,32751,364,a359bf8b-e88b-4fe0-bdc9-18697da443a2,0.1093666,TAMUGeocoder,5.0.0,1,,28.6183092477644,-81.382665753913,,StreetSegment,Match,100,,2362.37,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950180001,1022,1,0180.00,095,36740,0,92522,,5960,19650,12,201-299,,E,,,,Kennedy,,Blvd,,,,,,,Eatonville,,,Orlando,Orange,FL,32751,,,,,,2362.37,Meters,0,,Census2016TigerLines,2016,tlid,94276438,,,221,,E,,,,KENNEDY,,BLVD,,,,,,,,,,,,FL,32751,,,,,,221,,E,,,,KENNEDY,,BLVD,,,,,,,,,,,,FL,32751,,,,,
230 S College Ave  ,,,32751,365,46f9111b-fd6a-4669-8cf8-8a939600f134,0.1093892,TAMUGeocoder,5.0.0,1,,28.6159490398055,-81.3814514625061,,StreetSegment,Match,100,,2907.09,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950180001,1010,1,0180.00,095,36740,0,92522,,5960,19650,12,158-1198,,S,,,,College,,Ave,,,,,,,Eatonville,,,Orlando,Orange,FL,32751,,,,,,2907.09,Meters,0,,Census2016TigerLines,2016,tlid,94276456,,,230,,S,,,,COLLEGE,,AVE,,,,,,,,,,,,FL,32751,,,,,,230,,S,,,,COLLEGE,,AVE,,,,,,,,,,,,FL,32751,,,,,
190 Independence Ln Unit 370,,,32751,366,7055e4e5-d70e-49e3-bc5d-f3264d04373b,0.1249852,TAMUGeocoder,5.0.0,1,,28.625621,-81.355905,,USPSZip,Non-Match,60,,21464654.62,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950157011,1020,1,0157.01,095,36740,0,92522,,5960,42575,12,,,,,,,,,,,,,,,,Maitland,,,,Orange,FL,32751,,,,,,21464654.62,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32751,,,190,,,,,,INDEPENDENCE,,LN,,,UNIT,370,,,,,,,,FL,32751,,,,,,190,,,,,,INDEPENDENCE,,LN,,,UNIT,370,,,,,,,,FL,32751,,,,,
140 S WEST ST,,,32751,367,68f59799-7766-41c1-93a1-bbe3a54932f5,0.109362,TAMUGeocoder,5.0.0,1,,28.6197879629037,-81.3777813178578,,StreetSegment,Review,95.8579881656805,,2292.25,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950180001,1029,1,0180.00,095,36740,0,92522,,5960,19650,12,100-198,,N,,,,West,,St,,,,,,,Eatonville,,,Orlando,Orange,FL,32751,,,,,,2292.25,Meters,0,,Census2016TigerLines,2016,tlid,94276475,,,140,,S,,,,WEST,,ST,,,,,,,,,,,,FL,32751,,,,,,140,,S,,,,WEST,,ST,,,,,,,,,,,,FL,32751,,,,,
636 N WYMORE RD,,,32789,368,909842f1-e122-4ca8-afeb-385a50a5f15f,0.093755,TAMUGeocoder,5.0.0,1,,28.6041673814385,-81.385161952092,,StreetSegment,Match,100,,2165.39,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950190003,3046,3,0190.00,095,36740,0,92522,,5960,78300,12,616-648,,N,,,,Wymore,,Rd,,,,,,,Winter Park,,,Orlando,Orange,FL,32789,,,,,,2165.39,Meters,0,,Census2016TigerLines,2016,tlid,94409918,,,636,,N,,,,WYMORE,,RD,,,,,,,,,,,,FL,32789,,,,,,636,,N,,,,WYMORE,,RD,,,,,,,,,,,,FL,32789,,,,,
1851 GOODRICH AVE,,,32789,369,0c2af8f1-2be9-4977-86a0-8fa837ea563c,0.1249949,TAMUGeocoder,5.0.0,1,,28.598908738085,-81.3287128684219,,StreetSegment,Match,100,,3519.78,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950160023,3006,3,0160.02,095,36740,0,92522,,5960,78300,12,1801-1899,,,,,,Goodrich,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32789,,,,,,3519.78,Meters,0,,Census2016TigerLines,2016,tlid,94279454,,,1851,,,,,,GOODRICH,,AVE,,,,,,,,,,,,FL,32789,,,,,,1851,,,,,,GOODRICH,,AVE,,,,,,,,,,,,FL,32789,,,,,
125 N Interlachen Ave,,,32789,370,74b4459e-659c-4f7b-a9d3-63496f1a0fa4,0.1093671,TAMUGeocoder,5.0.0,1,,28.5980920226702,-81.3487120653753,,StreetSegment,Match,100,,2319.62,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950160011,1011,1,0160.01,095,36740,0,92522,,5960,78300,12,101-177,,N,,,,Interlachen,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32789,,,,,,2319.62,Meters,0,,Census2016TigerLines,2016,tlid,94278588,,,125,,N,,,,INTERLACHEN,,AVE,,,,,,,,,,,,FL,32789,,,,,,125,,N,,,,INTERLACHEN,,AVE,,,,,,,,,,,,FL,32789,,,,,
